분야,질문명,등록일,답변제목,답변등록일,댓글등록일,댓글등록자,댓글내용
고용지원(센터·지역·관리),"고용유지 지원금 관련문의(휴업,휴직 지원금)",2023-01-10 10:16:46.0,자료제출 요청 필요,2023-01-10 14:24:25.0,2023-01-10 15:07:35.0,,답변 감사합니다. 이런 경우가 종종 있어서 점검 나갈때마다 난처한 상황이 자주 발생하네요. 많은 도움 되었습니다!
고용지원(센터·지역·관리),"고용유지 지원금 관련문의(휴업,휴직 지원금)",2023-01-10 10:16:46.0,자료제출 요청 필요,2023-01-10 14:24:25.0,2023-01-10 14:26:11.0,,추가로 신규고용은 없는지 일용노무비 지급명세 등도 확인 필요
고용,워킹홀리데이 실업급여 관련 문의,2023-01-13 11:28:56.0,워킹홀리데이,2023-01-13 12:30:57.0,,,
고용,워킹홀리데이 실업급여 관련 문의,2023-01-13 11:28:56.0,그렇게 처리하면 됩니다.,2023-01-13 13:06:22.0,,,
통합고용(센터·지역·근로),근로자로 보이나 프리랜서라고 주장하는 경우,2023-01-25 13:02:19.0,판례를 참고하여 조사하여 그 결과에 따라 조치,2023-01-25 18:04:16.0,2023-01-26 15:44:54.0,,판례까지 알려주시고..답변 감사드립니다
통합고용(센터·지역·근로),근로자로 보이나 프리랜서라고 주장하는 경우,2023-01-25 13:02:19.0,의견,2023-01-26 12:22:59.0,2023-01-26 15:44:31.0,,자세한 답변 감사드립니다
통합고용(센터·지역·근로),근로자로 보이나 프리랜서라고 주장하는 경우,2023-01-25 13:02:19.0,의견,2023-01-27 09:29:13.0,,,
고용,(급)조기재취업수당- 지자체 소속 사업소 동일사업주 여부 문의,2023-01-27 10:59:28.0,의견,2023-01-27 14:30:23.0,,,
고용지원(센터·지역·관리),고용보험 납부 면제시 지원금 혜택대상 여부,2023-02-06 10:41:37.0,,,,,
고용지원(센터·지역·관리),출산육아기 고용안정장려금 관련 소멸시효 문의,2023-02-15 09:22:03.0,안녕하세요,2023-02-15 10:29:29.0,,,
고용지원(센터·지역·관리),이직확인서 소정근로시간 산정 문의,2023-02-21 10:17:53.0,,,,,
고용지원(센터·지역·관리),출산휴가 육아휴직 단절기간에 실제로 육아휴직이었다고 하는 경우 대체인력지원금,2023-02-21 15:25:29.0,,,,,
노동시장(센터·지역),유연근무중 재택근로일에 오전 병가를 쓴 경우,2023-02-21 16:57:06.0,,,,,
고용지원(센터·지역·관리),이직확인서 소정근로시간 산정 문의 - (2),2023-02-22 09:36:00.0,의견,2023-02-23 08:47:34.0,2023-02-23 11:25:02.0,,답변 감사드립니다 
고용,육아휴직급여 신청관련입니다,2023-03-05 15:43:57.0,고용승계가 이루어졌다면 육아휴직급여 수급도 가능합니다.,2023-03-06 09:43:01.0,,,
직업능력(센터·지역),가족명의계좌 이용신청 시 압류증빙자료 제출 관련하여 질문드립니다.,2023-03-09 16:07:12.0,훈련장려금은 압류방지전용통장 개설이 불가능한가요?,2023-03-09 16:52:19.0,,,
고용,노무제공자 실업급여 수급자격신청 시,2023-03-21 10:32:00.0,의견,2023-03-21 10:41:10.0,,,
고용지원(센터·지역·관리),노무제공자 급여기초임금일액,2023-03-21 15:58:11.0,의견,2023-03-22 09:19:40.0,,,
고용지원(센터·지역·관리),조기재취업수당 -기간제 교사에서 정식 교원으로 임용된 경우,2023-03-30 20:21:00.0,공립학교 교원과 임용권자는 서울교육감입니다.,2023-03-31 08:25:50.0,2023-04-01 08:21:09.0,,"조기재취업수당은 정규직 유무를 따지는 것이 아니며, 동일사업장으로 판단됨으로 부지급하는 것이 맞습니다."
고용지원(센터·지역·관리),조기재취업수당 -기간제 교사에서 정식 교원으로 임용된 경우,2023-03-30 20:21:00.0,공립학교 교원과 임용권자는 서울교육감입니다.,2023-03-31 08:25:50.0,2023-04-01 08:19:19.0,,"정규직유무를 따지는 것이 아니며, 동일사업장으로 판단됨으로 부지급하는 것이 맞습니다."
고용지원(센터·지역·관리),조기재취업수당 -기간제 교사에서 정식 교원으로 임용된 경우,2023-03-30 20:21:00.0,동일사업장으로 판단됨으로 부지급하는 것이 맞습니다.,2023-04-01 08:23:11.0,,,
고용,해외재취업활동 중,2023-04-03 15:02:55.0,지금은 불가능합니다.,2023-04-03 16:53:00.0,,,
고용,부정수급 제보자가 피신고인의 사건 송치번호 문의 시 공개가능 여부,2023-04-11 14:07:59.0,의견,2023-04-12 08:31:07.0,,,
고용지원(센터·지역·관리),실업급여 수급 중 사망한 경우,2023-04-11 14:35:03.0,미지급실업급여 청구서,2023-04-11 14:43:45.0,,,
고용서비스(센터·관리),[조기재취업수당] 상용 또는 일용에서 노무제공자 또는 예술인 고용보험 가입한 경우,2023-05-09 09:46:43.0,의견,2023-05-09 13:13:00.0,2023-05-09 13:19:58.0,,"명쾌한 설명 감사합니다. 특히, 자영업과 근로자 합산을 말씀하시니 머리에 번뜩하네요 ^^"
고용서비스(센터·관리),[조기재취업수당] 상용 또는 일용에서 노무제공자 또는 예술인 고용보험 가입한 경우,2023-05-09 09:46:43.0,의견,2023-05-09 13:13:00.0,2023-05-09 13:18:49.0,,"아.. 추가적으로 사용과 일용 합산가능, 예술인과 단기예술인 합산가능 노무제공자와 단기노무자 합산가능 "
고용지원(센터·지역·관리),통상임금 산정방법 문의,2023-05-18 14:17:04.0,개인적 의견,2023-05-18 16:58:38.0,2023-05-18 17:35:48.0,,"윗 분의 답변을 빌려 개인적인 의견남깁니다

토요일 8시간 전부를 유급으로 할 경우 월소정근로시간은 243시간으로 보면 될 것 같고, 4시간을 유급으로 볼 경우 226시간으로 보면 될 것 같습니다. 
윗 분 말씀과 같은 경우일수도 있고, 다른 경우로는 노사간에 합의를 통하여(단협 등) 토요일 4시간 유급적용하여 월소정근로시간을 226시간이 아닌 220시간으로 정한 것이라면  근로자에게 불리하지 않으므로 월소정근로시간을 220시간으로 봐도 무방할 것 같습니다.(참고: 근로기준과-3802, 2004.6.12)

월급 / 월소정근로시간= 시간급 통상임금
시간급통상임금 x 8시간(소정근로시간)= 일급 통상임금
일급 통상임금 x 30일 = 한달 통상임금
"
고용지원(센터·지역·관리),통상임금 산정방법 문의,2023-05-18 14:17:04.0,개인적 의견,2023-05-18 16:58:38.0,2023-05-18 17:34:14.0,,죄송합니다. 고용업무와 관련된 질문인 것을 글 쓰고 나서야 확인했습니다. 고용업무는 알고 있는 내용도 별로 없어서 월 통상임금을 왜 산정해야 하는지 잘 모릅니다. 그래서 위에 언급한 제 의견은 관련없는 내용일수도 있겠다 생각되니 그냥 무시하셔도 될 것 같습니다.  
고용지원(센터·지역·관리),통상임금 산정방법 문의,2023-05-18 14:17:04.0,추가적인 의견입니다,2023-05-19 09:09:11.0,,,
통합고용(센터·지역·근로),근로계약서 인정 여부를 문의드립니다.,2023-05-31 17:00:18.0,의견,2023-06-03 20:46:20.0,,,
고용지원(센터·지역·관리),조기재취업수당 질문,2023-06-12 17:20:34.0,의견,2023-06-13 16:16:58.0,,,
고용지원(센터·지역·관리),[조기] 동거가족이 운영하는 사업장에 취업한 경우,2023-06-13 13:29:22.0,의견,2023-06-13 16:41:17.0,2023-06-13 16:51:27.0,,"추라고 
자영업을 영위하기 위한 준비를 하면서 재취업활동으로 신고하여 실업의 인정을 받고, 이후 재취업활동으로 신고한 자영업의 사업내용과는 다른 내용의 사업을 영위하게 된 경우, 해당 수급자격자는 조기재취업 수당을 받을 수 없음"
고용지원(센터·지역·관리),실업급여 구직급여일액 관련,2023-06-13 14:27:30.0,의견,2023-06-13 15:50:27.0,,,
직업능력(센터·지역),훈련장려금(자영업자+근로자인 경우),2023-06-14 20:43:09.0,,,,,
직업능력(센터·지역),해외취업자 취업인정 가능 여부,2023-06-19 17:21:01.0,,,,,
직업능력(센터·지역),훈련교사 경력증명서,2023-06-20 10:55:08.0,경력증명 발급 신중하게 하셔야 합니다.,2023-06-23 10:17:47.0,2023-06-30 10:35:42.0,,"해당 학원에서 임금체불을 하며 해당 강사가 근무한적이 없다고 하여, 해당 강사가 본인이 근무하였음을 입증하고자 경력증명을 받는 상황이어서, 해당 기관에서 발급이 어려웠습니다. 경력증명을 센터에서 만들어주는 것이 아니라 HRD에서 자동 생성되는 것을 발급하고 있습니다."
직업능력(센터·지역),훈련교사 경력증명서,2023-06-20 10:55:08.0,경력증명 발급 신중하게 하셔야 합니다.,2023-06-23 10:17:47.0,2023-06-23 10:27:28.0,,"교강사 경력증명 발급 도입 시 취지는 폐업한 기관에서 경력증명이 어려운 경우 보조적 수단으로 알고 있는데요, 중간에 경력증명 양식이 한번 바뀐 것 같네요. 지금도 그런지모르겠는데, [경력기록 확인원]으로 나오고 확인사항은 크게 두 가지네요. 1. 실제 강의한 것으로 HRD 전산시간표에 등록한 사항, 2. 과정인정 신청시 등록한 사항. 그리고 이 내역은 전산기록을 확인하는 것일뿐임을 명시하여 발급"
고용지원(센터·지역·관리),해외파견직 이직확인서 소정근로시간 산정 문의 드립니다.,2023-06-26 10:54:37.0,저의 의견입니다.,2023-06-26 15:50:22.0,2023-06-26 16:10:02.0,,상세한 답변 감사드립니다. 
고용서비스(센터·관리),채용공고상 군필자 우대 표기 가능여부 및 개인정보 수집,2023-06-27 10:20:56.0,개인의견 드립니다,2023-06-28 10:24:58.0,2023-06-28 11:23:38.0,,개인정보보호법 15조 제1항은 동의가 있는 경우는 가능한 부분이 있습니다. 한번 살펴보시고 사례에 따라 판단하시면 될것같아요~
직업능력(센터·지역),행정처분 기간 산정 기산일(위탁인정제한),2023-06-28 11:19:11.0,의견입니다,2023-06-29 15:20:08.0,2023-07-05 17:06:04.0,,"현재 인적자원개발과에서 직업훈련기관 지도감독 매뉴얼 개정을 진행 중에 있는데요, 질문주신 훈련기관 위탁?인정제한 처분 시 초일 산입 여부와 관련해서도 행정기본법 제6조제2항 등에 대하여 검토 중*에 있음을 알려드리니 참고 부탁드리겠습니다. 감사합니다.

  * 직업훈련기관 지도감독 매뉴얼 개정 시달(‘23.8월말 예정)"
직업능력(센터·지역),지정직업훈련시설 명칭,2023-07-04 13:56:40.0,,,,,
직업능력(센터·지역),훈련생이 입원한 동안 훈련 원격 대체,2023-07-21 14:28:42.0,원격대체훈련 불가할 것으로 판단됩니다.,2023-08-23 11:24:57.0,2023-08-23 16:04:35.0,,답변 감사드립니다!
통합고용(센터·지역·근로),이혼부모의 동시 육아휴직 사용 가능 문의,2023-07-25 13:26:39.0,,,,,
직업능력(센터·지역),요양보호사 현장실습,2023-07-26 13:40:48.0,시간표와 실제 현장실습 일치 필요,2023-07-26 15:50:27.0,2023-07-26 16:26:56.0,,답변 감사합니다
고용,[부정수급]행정처분 및 형사처분의 대상 문의,2023-08-01 10:24:07.0,의견,2023-08-01 15:43:27.0,,,
직업능력(센터·지역),을지연습 출석 인정,2023-08-03 17:10:34.0,예비군법 10조,2023-08-03 17:36:55.0,2023-08-03 17:54:18.0,,감사합니다!
고용지원(센터·지역·관리),소정근로시간 문의드립니다. 도움부탁드려요~~,2023-08-10 11:28:27.0,개인적인 생각입니다..,2023-08-10 13:14:38.0,,,
직업능력(센터·지역),훈련교사 자격증 발급대장,2023-08-17 15:52:43.0,,,,,
직업능력(센터·지역),국취 일경험 프로그램 참여자 취업 인정 여부,2023-08-23 09:59:21.0,일경험프로그램 참여자의 법적지위는 현장실습생(수련생)입니다.,2023-08-23 10:41:36.0,2023-08-23 12:01:47.0,,감사합니다.
고용,상용직 이직 후 일용직 10일 미만 근무 시 상용직으로 수급 신청 가능 관련,2023-08-23 11:44:58.0,2021.3 편람 기준 62페이지 중간 부분 아닐까용,2023-08-23 12:50:54.0,2023-08-23 15:08:32.0,,"제43조③제2항에 따른 신청인이 다음 각 호의 요건을 모두 갖춘 경우에는 마지막에 이직한 사업을 기준으로 수급자격의 인정 여부를 결정한다. 다만, 마지막 이직 당시 일용근로자로서 피보험 단위기간이 1개월 미만인 사람이 수급자격을 갖추지 못한 경우에는 일용근로자가 아닌 근로자로서 마지막으로 이직한 사업을 기준으로 결정한다."
고용,상용직 이직 후 일용직 10일 미만 근무 시 상용직으로 수급 신청 가능 관련,2023-08-23 11:44:58.0,10일이 아니라 1개월이구요. 고용보험법 제43조 제3항 단서조항이 근거입니다.,2023-08-23 16:14:18.0,,,
고용,국공립어린이집 육아휴직지원금 관련,2023-08-29 10:06:14.0,,,,,
청년고용(센터·지역·관리),동일/관련사업주 여부,2023-09-01 15:52:49.0,관련 사업주 여부를 판단하시는 게 맞을 것입니다.,2023-09-05 16:51:12.0,,,
직업능력(센터·지역),코로나19 위기단계 조정 관련 코로나 공가,2023-09-12 16:09:20.0,본부 확인,2023-09-12 17:43:41.0,,,
직업능력(센터·지역),근로자 원격 훈련과정 교강사는 NCS 점수가 없어도 되나요?,2023-09-25 09:25:47.0,훈련생을 가르칠 수 있는 사람,2023-09-26 14:58:16.0,,,
청년고용(센터·지역·관리),고용승계 단절,2023-10-17 15:52:30.0,의견,2023-10-17 17:48:18.0,,,
청년고용(센터·지역·관리),고용승계 단절,2023-10-17 15:52:30.0,의견,2023-10-18 09:45:10.0,,,
청년고용(센터·지역·관리),고용승계 단절,2023-10-17 15:52:30.0,시스템 개선이 필요할듯 합니다.,2023-10-19 08:45:14.0,,,
고용,고용보험 부정행위 신고포상금 타인(가족)계좌 지급 가능 여부 질의,2023-11-01 13:27:04.0,답변,2023-11-01 13:31:54.0,2023-11-01 15:40:18.0,,"계좌압류가 되어 있다는 압류통지, 잔고증명 등도 받는 것이 좋다고 생각됩니다. 다른 사업에서도 전용 지킴이 통장이 없는 경우는 그렇게 하고 있습니다."
직업능력(센터·지역),훈련교사 범죄 조회 시 경찰서에서 반려,2023-11-06 09:30:25.0,사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률을 적시함이 맞을 듯합니다.,2023-11-07 17:56:08.0,,,
직업능력(센터·지역),국취 훈련생 중탈 시 재료비 반환 요구,2023-11-17 15:55:22.0,,,,,
직업능력(센터·지역),행정정보공동이용망 외국인 조회 불가,2023-11-20 16:08:56.0,의견,2023-11-20 16:40:14.0,,,
고용서비스(센터·관리),실업급여 수급자 게임 아이템 판매 근로사실 신고,2023-12-13 12:21:51.0,답변,2023-12-13 12:45:47.0,,,
고용서비스(센터·관리),배우자 합가를 위한 자진퇴사(전세사기 피해 관련),2023-12-27 09:27:03.0,.,2023-12-28 13:11:58.0,2023-12-30 11:12:39.0,,참고하겠습니다. 감사합니다.
고용서비스(센터·관리),배우자 합가를 위한 자진퇴사(전세사기 피해 관련),2023-12-27 09:27:03.0,의견,2023-12-29 08:54:08.0,,,
직업능력(센터·지역),사업주 훈련을 내일배움카드로 들을 수 있는지 질의,2024-01-29 11:25:09.0,"사업주 위탁훈련 이라고 검색하시면,",2024-01-29 16:04:02.0,,,
고용서비스(센터·관리),용역수탁계약서,2024-02-27 16:18:50.0,개별 의견이므로 참고만 하세요,2024-02-27 16:33:30.0,,,
고용서비스(센터·관리),용역수탁계약서,2024-02-27 16:18:50.0,노무제공자로 보는게 타당하다고 판단됩니다.,2024-02-28 09:05:10.0,,,
직업능력(센터·지역),일학습병행(도제) HRD 대리인 신청 관련 질문(타 기관 소속 담당자를 등록하고자 함),2024-03-07 13:53:29.0,,,,,
직업능력(센터·지역),행정정보공동이용망 조회해도 되나요,2024-03-20 13:42:32.0,,,,,
직업능력(센터·지역),훈련장려금 회수 사전통지,2024-03-22 11:27:22.0,,,,,
직업능력(센터·지역),「부가가치세법」에 따른 사업자등록증,2024-03-26 12:35:33.0,,,,,
고용서비스(센터·관리),크롬 고용24 이상한 창이 자꾸 뜨는 것 해결방법 문의,2024-04-15 17:06:40.0,F12,2024-04-15 17:08:58.0,,,
고용지원(센터·지역·관리),도급제 근로자의 소정근로시간 산정 문의,2024-04-17 20:53:54.0,개별 의견이므로 참고만 하세요,2024-04-18 13:31:27.0,2024-04-18 16:47:32.0,,"고견 감사드리며, 업무처리에 많은 도움되었습니다."
직업능력(센터·지역),돌봄서비스 특화훈련 자부담 환급 질문,2024-04-19 14:48:27.0,"근로의 연속, 비연속 상관 없다고 판단됩니다.",2024-04-22 15:18:35.0,,,
직업능력(센터·지역),"해외취업, 해외이주자의 취업, 취업률 산정 제외 기준",2024-04-24 15:01:17.0,,,,,
고용,온라인 실업인정 신청을 내용없이 전송만 할 경우에?,2024-04-30 13:42:16.0,전산상 구직활동 확인이 가능한 경우 실업인정을 해주시는 게 맞다고 봅니다.,2024-05-01 17:48:43.0,,,
직업능력(센터·지역),중간만족도 조사,2024-05-08 17:38:41.0,,,,,
고용서비스(센터·관리),(실업인정) 증빙자료 첨부가 부족할 시에 인정이 가능한지..??,2024-05-14 13:49:49.0,너무 많은 실업인정 업무량,2024-05-14 16:19:57.0,,,
통합고용(센터·지역·근로),근로자가 고용보험 취득관련 명의를 빌려준 경우 어떤 불이익을 받나요?,2024-05-17 13:49:09.0,,,,,
고용서비스(센터·관리),통상임금 계산입니다.,2024-05-19 11:00:43.0,추정의견입니다.,2024-05-19 16:44:04.0,,,
고용서비스(센터·관리),근무일수 문의,2024-05-23 11:19:13.0,답변드립니다.,2024-05-23 13:04:40.0,2024-05-23 17:01:14.0,,답변 주셔서 감사합니다 :)
고용서비스(센터·관리),근무일수 문의,2024-05-23 11:19:13.0,개별 의견이므로 참고만 하세요,2024-05-24 08:58:35.0,,,
고용서비스(센터·관리),(실업인정) 구직급여일액 이상 수령하는 경우의 뜻 풀이 필요합니다.,2024-05-23 11:21:52.0,일한 날만 빼고 구직급여 지급,2024-05-23 12:29:09.0,,,
고용서비스(센터·관리),고용안정) 고령자계속고용 지급액관련,2024-05-24 11:20:44.0,,,,,
고용서비스(센터·관리),실업급여 수급기간 중 일용근로하여 산재 인정 관련,2024-05-24 11:42:13.0,,,,,
직업능력(센터·지역),현장실습 중 출장 출석인정 방법,2024-06-28 14:41:00.0,,,,,
직업능력(센터·지역),훈련 중 현장실습 기관에서 고용보험 가입,2024-06-28 14:44:35.0,,,,,
고용,(실업인정) 부지급통보서를 보내지 않았을 경우?,2024-07-02 16:13:10.0,"통보가 가지 않았다면, 처분의 효력이 없게 됩니다.",2024-07-02 17:42:48.0,,,
고용,(실업인정) 부지급통보서를 보내지 않았을 경우?,2024-07-02 16:13:10.0,개별 의견이므로 참고만 하세요,2024-07-02 17:55:52.0,,,
고용,(실업인정) 부지급통보서를 보내지 않았을 경우?,2024-07-02 16:13:10.0,통지 필수,2024-07-03 10:57:20.0,,,
직업능력(센터·지역),구직활동지원목적수당 조회 안 되는 경우(보훈부 사업),2024-07-03 16:22:46.0,부지급 의견,2024-07-03 17:04:09.0,,,
고용지원(센터·지역·관리),고용보험법 취업한 날의 기준에 대한 뜻풀이 궁금합니다. (3개월 이상 근로제공 시),2024-07-04 13:18:59.0,고용보험 신고되는지에 따라서..,2024-07-04 16:07:30.0,,,
고용지원(센터·지역·관리),고용보험법 취업한 날의 기준에 대한 뜻풀이 궁금합니다. (3개월 이상 근로제공 시),2024-07-04 13:18:59.0,개인적 의견입니다.,2024-07-04 16:10:19.0,,,
고용지원(센터·지역·관리),실업급여 및 산재근로자 직업훈련수당 중복 관련 문의,2024-07-04 13:35:27.0,근복에서 부지급(환수) 필요해 보입니다.,2024-07-04 14:50:39.0,,,
고용서비스(센터·관리),"격일제 근무 버스기사 최저임금, 연장근로 제한 위반 여부",2024-07-11 09:34:21.0,질의요지가 구체적으로 명확히 답변하기 어려운데요.....,2024-07-11 10:50:29.0,,,
고용서비스(센터·관리),(실업인정) 근로소득으로 보아야 할까요?,2024-07-17 09:35:33.0,개별 의견이므로 참고만 하세요,2024-07-17 10:03:27.0,2024-07-31 10:27:42.0,,실업인정시 적극적인 구직활동을 하였는지와 상시 타 사업에 취업이 가능한지 판단을 하여야 할것 같습니다.
청년고용(센터·지역·관리),미래내일일경험프로그램참여자의 근로자성여부,2024-07-19 14:28:18.0,개인 의견입니다.,2024-07-19 17:32:31.0,2024-07-23 13:39:03.0,,답변감사합니다.
청년고용(센터·지역·관리),미래내일일경험프로그램참여자의 근로자성여부,2024-07-19 14:28:18.0,의견,2024-07-20 22:49:38.0,2024-07-23 13:38:54.0,,답변감사합니다.
직업능력(센터·지역),KDT 모집 대상 변경 문의,2024-07-30 13:56:30.0,,,,,
직업능력(센터·지역),현장실습 기관에서 고용보험 가입하면 근로시킨 건가요?,2024-07-30 13:58:59.0,,,,,
직업능력(센터·지역),일용 10일 세는 법,2024-07-30 14:18:30.0,다른 현장이라도 1일은 1일로 잡습니다.,2024-07-30 16:34:42.0,,,
고용지원(센터·지역·관리),상병급여 관련(구직활동 없음),2024-07-31 15:19:16.0,,,,,
직업능력(센터·지역),내일배움카드 훈련생이 결혼식 없이 혼인신고만 한 경우 휴가부여 문의,2024-07-31 17:44:17.0,,,,,
고용서비스(센터·관리),고용24 타인 계좌 잘못 등록한 경우 삭제 방법,2024-08-21 16:52:58.0,,,,,
직업능력(센터·지역),훈련기관 내 재직자 훈련생등록 가능여부,2024-09-04 17:57:43.0,원칙대로 하시는 것이 좋겠습니다.,2024-09-10 14:27:37.0,,,
고용서비스(센터·관리),모성보호 제도 관련 통합 안내 사이트?,2024-09-13 11:17:46.0,고용노동부 일생활균형 공식사이트 추천합니다.,2024-09-13 17:57:22.0,,,
고용서비스(센터·관리),고용보험 과태료 부과 금액 산정 질의 드립니다.,2024-09-19 16:36:51.0,"두 건을 하나의 위반행위, 최초 위반, 자진납부시 20% 감경 자진납부고지서 발부",2024-09-19 18:07:22.0,,,
고용서비스(센터·관리),직장내 괴롭힘과 관련하여 수급자격 인정여부 문의 드립니다.,2024-10-08 11:02:57.0,의견,2024-10-08 14:45:12.0,,,
직업능력(센터·지역),실업급여 교육 출석인정 여부,2024-11-14 14:40:19.0,공가인정 불가능,2024-11-14 15:48:46.0,,,
직업능력(센터·지역),요양보호사 자비부담액 환급 180일 세는 기준,2024-11-14 15:48:30.0,취업한 날은 근속기간을 의미,2024-11-14 17:46:08.0,2024-11-15 09:32:32.0,,주말도 포함해서 세는 거라는 뜻인 거죠..?
통합고용(센터·지역·근로),도움을 구하고자 합니다.(근로복지공단과 여성고용정책과에 대한 글 입니다.),2024-11-19 10:20:54.0,의견,2024-11-19 11:11:09.0,2024-11-19 11:46:47.0,,"육아휴직 급여를 받기 전단계라 부정수급 의뢰 어렵습니다. 동거친족은 아니고 어머니 집이 사업장입니다. 근로자성을 판단을 근복에서 하고, 인정이 되면 육아휴직 급여 지급요건을 판단하여 지급여부를 결정합니다."
통합고용(센터·지역·근로),도움을 구하고자 합니다.(근로복지공단과 여성고용정책과에 대한 글 입니다.),2024-11-19 10:20:54.0,민원인을 통해서 해결하시길..,2024-11-19 14:00:48.0,2024-11-20 09:29:46.0,,근복은 원래 그렇습니다. 기대하지마세요
고용서비스(센터·관리),장애인 인식교육과 개인정보 보호 교육은 노동부 소관이 아닌가요?,2024-12-04 15:54:58.0,첨부파일 보시면,2024-12-05 11:07:41.0,,,
직업능력(센터·지역),북한이탈주민 우대,2024-12-09 13:56:50.0,,,,,
고용,국민취업지원제도 구직촉진수당 중복지급여부 안내문,2024-12-10 09:52:05.0,,,,,
고용지원(센터·지역·관리),[조기] 24년 부터 25년 사이에 받은 임금으로 기준임금과 비교를 어떻게????????,2024-12-10 12:36:26.0,기준임금의 판단기준 및 산정 관련,2024-12-10 12:50:15.0,,,
고용서비스(센터·관리),(실업급여) 취업신고에 대한 고용보험법 관련 근거,2024-12-13 13:39:40.0,답변,2024-12-13 13:59:02.0,2024-12-14 19:05:33.0,,맞습니다. 시행령 65조 3호입니다. 상담지식조회시스템에도 나와 있네요
고용서비스(센터·관리),(실업급여) 취업신고에 대한 고용보험법 관련 근거,2024-12-13 13:39:40.0,답변,2024-12-13 13:59:02.0,2024-12-13 15:05:31.0,,시행규칙이 아니고 법 시행령 제65조 3호 근거로 하시면 됩니다. ~
