분야,질문명,등록일,답변제목,답변등록일,댓글등록일,댓글등록자,댓글내용
신고사건(감독),범죄발생일 산정에 대하여.,2011-08-11 09:20:01.0, [답변] 범죄발생일 산정에 대하여.,2011-08-11 15:07:12.0,,,
신고사건(감독),통상시급 계산방법,2011-08-16 15:06:55.0,   [답변] 통상시급 계산방법,2011-08-18 13:57:42.0,,,
신고사건(감독),산재발생시 근로관계 종료 시점,2011-08-21 10:24:46.0,,,,,
신고사건(감독),세차비지급관련,2011-09-15 09:50:47.0,[답변] 세차비지급관련,2011-09-15 13:10:53.0,,,
신고사건(감독),상시근로자 산정에 대한 질문,2011-09-16 09:58:48.0,[답변] 상시근로자 산정에 대한 질문,2011-09-16 13:33:24.0,,,
신고사건(감독),도산등사실인정 승인 또는 불승인의 처분성,2011-09-19 14:37:33.0,[답변] 도산등사실인정 승인 또는 불승인의 처분성,2011-09-20 16:58:36.0,,,
신고사건(감독),정직기간 동안 출근의무 부여시 임금지급여부,2011-10-05 10:14:24.0,[답변] 정직기간 동안 출근의무 부여시 임금지급여부,2011-10-06 17:01:39.0,,,
신고사건(감독),"주40시간제 적용에 따른 연,월차휴가 부여에 대한 질의",2011-10-21 12:05:08.0,"  [답변] 주40시간제 적용에 따른 연,월차휴가 부여에 대한 질의",2011-10-24 11:34:37.0,,,
신고사건(감독),퇴직연금과 퇴직금 관련 질의,2011-10-28 11:19:49.0,   [답변] 퇴직연금과 퇴직금 관련 질의,2011-10-31 17:06:38.0,,,
신고사건(감독),동일사용자가 같은장소에서 두 사업을 할경우 상시근로자수 판단 ,2011-11-03 13:47:31.0,[답변] 동일사용자가 같은장소에서 두 사업을 할경우 상시근로자수 판단 ,2011-11-04 10:24:36.0,,,
신고사건(감독),퇴직연금과 퇴직금 지급관련 질의<두번째>,2011-11-09 19:45:27.0,[답변] 퇴직연금과 퇴직금 지급관련 질의<두번째>,2011-11-10 15:10:06.0,,,
신고사건(감독),해고예고관련,2011-11-14 17:53:06.0,[답변] 해고예고관련,2011-11-15 11:00:26.0,,,
신고사건(감독),임금협정시 상호 합의하에 근로기준법의 위반,2011-11-15 10:16:54.0,  [답변] 임금협정시 상호 합의하에 근로기준법의 위반,2011-11-15 11:06:43.0,,,
신고사건(감독),정보공개 대상 여부(급여명세서),2011-11-15 15:06:54.0,  [답변] 정보공개 대상 여부(급여명세서),2011-11-16 10:25:49.0,,,
신고사건(감독),감단승인의 부적정 관련,2011-11-28 19:10:30.0,[답변] 감단승인의 부적정 관련,2011-11-29 17:42:00.0,,,
신고사건(감독),양도양수계약서 없는 상태에서 퇴직금 지급의무 주체,2011-11-29 09:27:48.0,    [답변] 양도양수계약서 없는 상태에서 퇴직금 지급의무 주체,2011-11-30 11:04:44.0,,,
신고사건(감독),기간제법 질문입니다.,2011-11-30 15:19:57.0,[답변] 기간제법 질문입니다.,2011-12-01 09:44:21.0,,,
신고사건(감독),사립학교 연금법 적용 사업장의 퇴직금 관련 문의,2011-11-30 16:33:01.0,   [답변] 사립학교 연금법 적용 사업장의 퇴직금 관련 문의,2011-12-01 11:53:37.0,,,
신고사건(감독),"피의자 통계원표 - 외국인코드 (국적, 신분) 어디서 찾으면 될까요?",2011-12-01 10:49:20.0,,,,,
신고사건(감독),체당금 사실확인신청서 관련 관할에 대한 질문입니다.,2011-12-02 16:54:07.0, [답변] 체당금 사실확인신청서 관련 관할에 대한 질문입니다.,2011-12-05 11:42:16.0,,,
신고사건(감독),일시사역인부의 계속근로 인정 여부에 대해,2011-12-05 16:42:39.0,       [답변] 일시사역인부의 계속근로 인정 여부에 대해,2011-12-06 10:46:51.0,,,
신고사건(감독),해고의 취소에 따른 휴업수당,2011-12-09 12:40:38.0,[답변] 해고의 취소에 따른 휴업수당,2011-12-09 17:05:24.0,,,
신고사건(감독),일용직근로자 해고예고수당 긴급히 문의합니다.,2011-12-09 13:10:14.0,[답변] 일용직근로자 해고예고수당 긴급히 문의합니다.,2011-12-12 10:11:18.0,,,
신고사건(감독),체당금 부정수급 연대책임자의 범위,2011-12-09 17:16:55.0,   [답변] 체당금 부정수급 연대책임자의 범위,2011-12-12 11:40:26.0,,,
신고사건(감독),수차례 전적을 반복한 전기활선공들의 퇴직금과 주휴수당은 지급은? ,2011-12-12 11:13:39.0,    [답변] 수차례 전적을 반복한 전기활선공들의 퇴직금과 주휴수당은 지급은? ,2011-12-12 16:04:05.0,,,
신고사건(감독),위탁운영단체 소속의 주차관리원의 퇴직금 지급여부  ,2011-12-13 21:13:46.0,[답변] 위탁운영단체 소속의 주차관리원의 퇴직금 지급여부  ,2011-12-15 11:17:18.0,,,
신고사건(감독),방사능 측정소 측정요원 고용보험 취득일 관련 문의,2011-12-14 14:17:41.0,  [답변] 방사능 측정소 측정요원 고용보험 취득일 관련 문의,2011-12-15 18:01:44.0,,,
신고사건(감독),법인 주식을 가진 등기이사의 근로자성 여부,2011-12-18 15:18:14.0,[답변] 법인 주식을 가진 등기이사의 근로자성 여부,2011-12-20 11:25:07.0,,,
신고사건(감독),건설업에서 직상수급인을 대상으로 체불금품확인원신청,2011-12-20 09:59:12.0,      [답변] 건설업에서 직상수급인을 대상으로 체불금품확인원신청,2011-12-21 12:00:48.0,,,
신고사건(감독),도산등사실인정 업무처리 관할 여부,2011-12-21 11:01:33.0,[답변] 도산등사실인정 업무처리 관할 여부,2011-12-21 15:45:51.0,,,
신고사건(감독),휴업보상지급시 요양기간 산정방법,2011-12-26 20:51:11.0,  [답변] 휴업보상지급시 요양기간 산정방법,2011-12-29 11:40:34.0,,,
신고사건(감독),유리한 규정 적용에 대한 문의,2012-01-17 17:06:02.0,     [답변] 유리한 규정 적용에 대한 문의,2012-01-19 10:09:24.0,,,
신고사건(감독),비영리민간단체 대표자에 대한 민사제기 가능 여부,2012-01-19 16:13:31.0,[답변] 비영리민간단체 대표자에 대한 민사제기 가능 여부,2012-01-20 16:17:58.0,,,
신고사건(감독),기간제 근로자의 해고예고,2012-01-20 10:27:41.0,  [답변] 기간제 근로자의 해고예고,2012-01-25 10:09:50.0,,,
신고사건(감독),포괄임금의 범위,2012-01-26 18:17:29.0, [답변] 포괄임금의 범위,2012-01-30 14:02:13.0,,,
신고사건(감독),근로조건의 서면 미명시에 대한 공소시효,2012-02-01 17:55:51.0,[답변] 근로조건의 서면 미명시에 대한 공소시효,2012-02-06 14:58:42.0,,,
신고사건(감독),산재보상 관련 질문입니다.,2012-02-07 20:11:09.0,    [답변] 산재보상 관련 질문입니다.,2012-02-09 14:31:00.0,,,
신고사건(감독),일용근로자 해고예고수당,2012-02-08 13:21:41.0,[답변] 일용근로자 해고예고수당,2012-02-13 16:18:53.0,,,
신고사건(감독),해고예고수당 질문드립니다,2012-02-13 10:25:39.0,[답변] 해고예고수당 질문드립니다,2012-02-13 16:54:15.0,,,
신고사건(감독),해고예고수당 적용제외 관련,2012-02-29 11:17:17.0, [답변] 해고예고수당 적용제외 관련,2012-02-29 14:10:25.0,,,
신고사건(감독),근로자파견사업 폐지신고 관련,2012-03-07 19:30:36.0, [답변] 근로자파견사업 폐지신고 관련,2012-03-09 12:33:28.0,,,
신고사건(감독),대기시간을 휴게시간으로 볼수있는지,2012-03-08 20:37:18.0,[답변] 대기시간을 휴게시간으로 볼수있는지,2012-03-12 20:02:24.0,,,
신고사건(감독),고발자의 고발내용 수사여부에 대하여,2012-03-12 19:27:28.0,[답변] 고발자의 고발내용 수사여부에 대하여,2012-03-13 09:56:46.0,,,
신고사건(감독),"각자대표의 경우, 근로기준법상 형사책임 여부에 대하여",2012-03-13 14:42:24.0," [답변] 각자대표의 경우, 근로기준법상 형사책임 여부에 대하여",2012-03-13 16:04:04.0,,,
신고사건(감독),임금채권보장법 제28조제1호의 의율 가능성,2012-03-15 17:35:37.0,  [답변] 임금채권보장법 제28조제1호의 의율 가능성,2012-03-20 14:38:31.0,,,
신고사건(감독),단속적 근로 승인 기준에 대하여 ,2012-03-21 09:39:46.0, [답변] 단속적 근로 승인 기준에 대하여 ,2012-03-21 15:20:08.0,,,
신고사건(감독),대표이사 공백 상태에서의  체불발생시 책임소재  ,2012-03-22 18:13:31.0, [답변] 대표이사 공백 상태에서의  체불발생시 책임소재  ,2012-03-23 16:09:38.0,,,
신고사건(감독),취업방해에 대해 알고 싶습니다.,2012-04-10 15:42:50.0,  [답변] 취업방해에 대해 알고 싶습니다.,2012-04-12 14:19:08.0,,,
신고사건(감독),도산등사실인정 신청 관련,2012-04-19 16:31:06.0, [답변] 도산등사실인정 신청 관련,2012-04-20 18:11:13.0,,,
신고사건(감독),체불금품 청산 의무자 관련,2012-04-24 20:01:41.0,[답변] 체불금품 청산 의무자 관련,2012-04-25 16:56:04.0,,,
신고사건(감독),퇴직금 체불 관련 질문있습니다. ,2012-04-24 20:57:21.0,   [답변] 퇴직금 체불 관련 질문있습니다. ,2012-04-25 17:02:45.0,,,
신고사건(감독),임금채권 소멸시효와 체당금지급청구기한이 경합할 경우.,2012-04-26 22:22:45.0,   [답변] 임금채권 소멸시효와 체당금지급청구기한이 경합할 경우.,2012-04-27 14:40:50.0,,,
신고사건(감독),연말정산환급금 관련입니다.,2012-05-07 17:24:08.0,[답변] 연말정산환급금 관련입니다.,2012-05-08 15:45:14.0,,,
신고사건(감독),해고예고수당 관련입니다.,2012-05-10 15:53:37.0, [답변] 해고예고수당 관련입니다.,2012-05-11 15:30:17.0,,,
신고사건(감독),퇴직연금가입후 신규자 퇴직연금 미가입시 처벌가능여부 ,2012-05-14 20:22:11.0,   [답변] 퇴직연금가입후 신규자 퇴직연금 미가입시 처벌가능여부 ,2012-05-15 16:48:02.0,,,
신고사건(감독),관공서에서 직원들이 갹출하여 운영하는 식당의 근로기준법 적용여부 등,2012-05-16 15:05:22.0, [답변] 관공서에서 직원들이 갹출하여 운영하는 식당의 근로기준법 적용여부 등,2012-05-18 10:20:14.0,,,
신고사건(감독),임금형태에 따른 퇴직금산정에 대하여,2012-05-17 20:03:49.0, [답변] 임금형태에 따른 퇴직금산정에 대하여,2012-05-18 11:04:04.0,,,
신고사건(감독),납부되지 않은 4대보험 근로자부담분,2012-05-24 10:09:06.0,[답변] 납부되지 않은 4대보험 근로자부담분,2012-05-29 11:14:58.0,,,
신고사건(감독),상시근로자수 산정 시 주휴일에 근로하지 않는 자의 연인원 포함여부,2012-05-25 16:30:53.0, [답변] 상시근로자수 산정 시 주휴일에 근로하지 않는 자의 연인원 포함여부,2012-05-29 15:00:41.0,,,
신고사건(감독),"유치원 보육교사의 처우개선비, 근무환경개선비의 평균임금 산입",2012-05-31 20:14:57.0,"  [답변] 유치원 보육교사의 처우개선비, 근무환경개선비의 평균임금 산입",2012-06-04 15:39:40.0,,,
신고사건(감독),근속수당이 최저임금에 포함여부,2012-06-04 09:20:45.0,  [답변] 근속수당이 최저임금에 포함여부,2012-06-04 17:03:17.0,,,
신고사건(감독),다수근로자에 대한 고발사건 처리 관련,2012-06-12 20:49:35.0,   [답변] 다수근로자에 대한 고발사건 처리 관련,2012-06-14 09:52:35.0,,,
신고사건(감독),레미콘 차량 운전기사가 파견 금지업무인지,2012-06-14 18:11:36.0,     [답변] 레미콘 차량 운전기사가 파견 금지업무인지,2012-06-15 12:57:20.0,,,
신고사건(감독),노조사무실 제공여부,2012-06-18 22:42:31.0, [답변] 노조사무실 제공여부,2012-06-19 16:12:58.0,,,
신고사건(감독),운행수당이 최저임금에 포함되는지요,2012-06-19 08:46:57.0,[답변] 운행수당이 최저임금에 포함되는지요,2012-06-20 11:02:50.0,,,
신고사건(감독),"단시간 근로자 관련,,,",2012-06-27 09:24:18.0,"[답변] 단시간 근로자 관련,,,",2012-06-27 11:39:15.0,,,
신고사건(감독),회사 상호 및 대표자 변경시 우리사주조합 ,2012-06-28 11:04:45.0, [답변] 회사 상호 및 대표자 변경시 우리사주조합 ,2012-06-29 17:13:44.0,,,
신고사건(감독),사업의 양도양수에 따른 체당금 지급문제,2012-06-29 13:28:53.0, [답변] 사업의 양도양수에 따른 체당금 지급문제,2012-07-02 11:17:55.0,,,
신고사건(감독),최저임비교를 어떻게 해야할지 궁금합니다,2012-06-30 11:39:18.0,[답변] 최저임비교를 어떻게 해야할지 궁금합니다,2012-07-03 16:13:46.0,,,
신고사건(감독),이런 경우 근로계약서 미교부(근기법 제17조)로 입건이 가능한지 ,2012-07-02 21:27:22.0,       [답변] 이런 경우 근로계약서 미교부(근기법 제17조)로 입건이 가능한지 ,2012-07-03 16:51:59.0,,,
신고사건(감독),기간제근로자 여부,2012-07-03 17:47:02.0,   [답변] 기간제근로자 여부,2012-07-04 10:54:17.0,,,
신고사건(감독),주휴수당을 포함한 ,2012-07-03 18:48:31.0,     [답변] 주휴수당을 포함한 ,2012-07-04 14:53:05.0,,,
신고사건(감독),5인이상 사업장 소속의 근로자로 보아야 하는지 여부,2012-07-05 21:09:50.0,  [답변] 5인이상 사업장 소속의 근로자로 보아야 하는지 여부,2012-07-06 17:39:49.0,,,
신고사건(감독),"임금,퇴직금 진정 후 반의사불벌로 취하하여",2012-07-10 10:28:24.0,"[답변] 임금,퇴직금 진정 후 반의사불벌로 취하하여",2012-07-11 12:58:40.0,,,
신고사건(감독),일용근로에 대한 퇴직금 산정 방법 질의,2012-07-13 11:06:12.0,   [답변] 일용근로에 대한 퇴직금 산정 방법 질의,2012-07-13 16:50:08.0,,,
신고사건(감독),근로자파견사업장에 대한 행정처분관련 질문입니다. ,2012-07-18 21:34:01.0, [답변] 근로자파견사업장에 대한 행정처분관련 질문입니다. ,2012-07-20 15:14:38.0,,,
신고사건(감독),퇴직금과 퇴직연금 관계 문의드립니다,2012-07-19 17:20:25.0,[답변] 퇴직금과 퇴직연금 관계 문의드립니다,2012-07-20 15:26:37.0,,,
신고사건(감독),최저임금 미달 여부,2012-07-24 11:34:14.0,     [답변] 최저임금 미달 여부,2012-07-24 16:28:37.0,,,
신고사건(감독),일용직근로자 근로계약서 작성여부,2012-07-26 11:57:24.0,  [답변] 일용직근로자 근로계약서 작성여부,2012-07-26 15:32:52.0,,,
신고사건(감독),체당금 산정 문의,2012-07-27 22:06:10.0, [답변] 체당금 산정 문의,2012-07-30 16:13:51.0,,,
신고사건(감독),해고일부터 원직복귀일까지 임금 상당액 미지급의 경우 ,2012-08-01 23:20:37.0, [답변] 해고일부터 원직복귀일까지 임금 상당액 미지급의 경우 ,2012-08-02 16:13:29.0,,,
신고사건(감독),금품청산의무자 판단여부,2012-08-07 17:57:52.0,[답변] 금품청산의무자 판단여부,2012-08-13 11:21:46.0,,,
신고사건(감독),근로계약서 미작성 관련 처벌 가능 여부,2012-08-07 21:22:07.0,[답변] 근로계약서 미작성 관련 처벌 가능 여부,2012-08-13 17:01:27.0,,,
신고사건(감독),개인사업자가 법인설립을 하였을 경우 압류의 범위,2012-08-14 13:42:53.0,  [답변] 개인사업자가 법인설립을 하였을 경우 압류의 범위,2012-08-14 15:46:44.0,,,
신고사건(감독),근로관계주체에 대해서,2012-08-20 14:23:56.0,   [답변] 근로관계주체에 대해서,2012-08-21 14:07:07.0,,,
신고사건(감독),아파트 선거관리위원회 선거도우미,2012-08-21 16:08:42.0,       [답변] 아파트 선거관리위원회 선거도우미,2012-08-23 14:58:36.0,,,
신고사건(감독),도급근로자 통상임금 산정방법,2012-08-27 10:21:38.0,   [답변] 도급근로자 통상임금 산정방법,2012-08-29 15:47:47.0,,,
신고사건(감독),퇴직금 산정문의,2012-08-27 21:03:29.0, [답변] 퇴직금 산정문의,2012-08-28 16:08:04.0,,,
신고사건(감독),해고의 의사표시의 효력 발생여부,2012-08-28 14:18:30.0,  [답변] 해고의 의사표시의 효력 발생여부,2012-08-28 17:48:40.0,,,
신고사건(감독),즉시시정의 의미가 무엇인가요,2012-08-29 13:51:11.0,  [답변] 즉시시정의 의미가 무엇인가요,2012-08-30 12:41:39.0,,,
신고사건(감독),상실일(근로자여부에 대하여) 문의합니다.,2012-08-30 14:57:01.0,[답변] 상실일(근로자여부에 대하여) 문의합니다.,2012-09-03 12:14:05.0,,,
